,Dataset,Nome,unit_id,Área_Total,Área sobreposta com CAR,CARs na interseção,Percentual sobreposto
SM0199000,Assen.,PAE PARU (SM0199000),SM0199000,153.86359254303935,153.15201419737474,22,99.537526497397
SM0200000,Assen.,PAE CACOAL GRANDE (SM0200000),SM0200000,97.27118331286773,96.01836160992326,4,98.71203201166492
SM0201000,Assen.,PAE SAO PEDRO (SM0201000),SM0201000,108.11657107373603,41.767379700574665,13,38.63180203161374
SM0203000,Assen.,PAE PAITUNA (SM0203000),SM0203000,28.24716935723057,28.247169357230568,3,99.99999999999999
SM0204000,Assen.,PAE REGIAO DOS LAGOS (SM0204000),SM0204000,12.575349566988864,12.575349566988898,2,100.00000000000027
SM0205000,Assen.,PAE ACARA-AÇU (SM0205000),SM0205000,24.00442753436675,24.004427534366737,3,99.99999999999994
SM0206000,Assen.,PAC BELA TERRA I (SM0206000),SM0206000,108.5803168122154,108.42863042296085,18,99.86030028857175
SM0207000,Assen.,PAC BELA TERRA II (SM0207000),SM0207000,109.95554378620676,109.95554252776985,24,99.9999988555039
SM0210000,Assen.,PAE PARANA DONA ROSA (SM0210000),SM0210000,227.32081588495615,226.0917039740834,15,99.45930516477875
SM0176000,Assen.,PAE URUCURITUBA (SM0176000),SM0176000,367.69679755839894,363.89462314489566,17,98.96594845569754
SM0214000,Assen.,PAE BALAIO (SM0214000),SM0214000,185.81366294887846,185.81366294887883,11,100.0000000000002
SM0218000,Assen.,PAC ANANIZAL (SM0218000),SM0218000,24.47630610790279,24.476306106159026,1,99.99999999287571
SM0219000,Assen.,PAC ITAPECURU (SM0219000),SM0219000,48.98475051677871,48.98475051677903,3,100.00000000000064
SM0220000,Assen.,PAC IRIPIXI (SM0220000),SM0220000,24.821164272189908,24.821164258091823,4,99.99999994320136
SM0221000,Assen.,PAC MONTE MURIA (SM0221000),SM0221000,48.504084978352836,48.504084978353085,8,100.00000000000051
SM0222000,Assen.,PAE ARAMANAÍ (SM0222000),SM0222000,33.66007917244658,33.66007917244664,7,100.0000000000002
SM0223000,Assen.,PAE PINDOBAL (SM0223000),SM0223000,82.2738062844495,82.27380628444996,10,100.00000000000055
SM0224000,Assen.,PAE NHAMUNDA (SM0224000),SM0224000,131.73244255026188,131.08683115349035,26,99.5099070629278
SM0225000,Assen.,PAE CACHOERY (SM0225000),SM0225000,389.7607111431174,350.1569155783783,57,89.83894619635049
SM0226000,Assen.,PAE ITUQUI (SM0226000),SM0226000,230.9380709352532,230.408480637317,20,99.77067865173055
SM0227000,Assen.,PAE CHICANTÃ (SM0227000),SM0227000,76.17439979964554,76.17439979964558,21,100.00000000000007
SM0228000,Assen.,PAE NOSSA SENHORA DO PERPÉTUO SOCORRO (SM0228000),SM0228000,65.21190882054518,62.3342556445617,5,95.58722750486815
SM0229000,Assen.,PAE ANEMA (SM0229000),SM0229000,29.747420905412987,29.341018622065146,4,98.6338234677888
SM0230000,Assen.,PAE JACARECAPÁ (SM0230000),SM0230000,15.364528411439005,15.36452841143923,2,100.00000000000146
SM0231000,Assen.,PAE JAQUARÁ (SM0231000),SM0231000,18.51995323593327,18.519953235933265,1,99.99999999999997
SM0232000,Assen.,PAE ALDEIA (SM0232000),SM0232000,43.95285101522701,43.95285101522679,5,99.9999999999995
SM0233000,Assen.,PAC BOM SOSSEGO (SM0233000),SM0233000,888.4181760424906,886.8630239381445,130,99.82495269161717
SM0241000,Assen.,PDS LARANJAL (SM0241000),SM0241000,345.00285237679503,300.58133203166835,48,87.12430345456632
SM0242000,Assen.,PDS PIMENTAL (SM0242000),SM0242000,31.599679740948957,31.59967900694589,4,99.99999767718194
SM0251000,Assen.,PAE CURUÁ II (SM0251000),SM0251000,455.3005735702074,455.30054965159223,67,99.99999474663188
SM0253000,Assen.,PAE SAPUCUA TROMBETAS (SM0253000),SM0253000,727.3911765484459,724.0330678796863,73,99.53833524834683
SM0260000,Assen.,PAE MONTANHA E MANGABAL (SM0260000),SM0260000,546.5682799660425,546.5680875260081,23,99.99996479121795
SM0270000,Assen.,PA UNIVERSO (SM0270000),SM0270000,163.84162433950334,80.93773138618738,23,49.39998105638455
SM0271000,Assen.,PDS MAMURU (SM0271000),SM0271000,101.67626676127131,23.815605633175082,14,23.422974103772358
SM0273000,Assen.,PDS COCALINO (SM0273000),SM0273000,46.127405149089256,1.3734887974290502,1,2.97759822602154
SM0211000,Assen.,PAE SANTA RITA (SM0211000),SM0211000,123.0325497895731,123.0325497895736,7,100.0000000000004
SM0212000,Assen.,PAE VALHA-ME DEUS (SM0212000),SM0212000,48.92805406913826,48.92805406913829,1,100.00000000000007
SM0213000,Assen.,PAE SALÉ (SM0213000),SM0213000,331.3933914793398,331.3933914793414,24,100.00000000000048
50,Quil.,Santa Quitéria e Itacoãzinho (50),50,6.518521746014059,6.455007176103242,2,99.02562923948739
51,Quil.,Bela Aurora (51),51,24.13875621567077,24.134709308679856,1,99.9832348156021
53,Quil.,Abacatal-Aurá (53),53,5.744573886221291,5.736597676779237,4,99.8611522873579
360,Quil.,"Abui, Parana do Abui, Tapagem, Sagrado Coração - (360)",360,789.9593537634112,789.9593537634145,4,100.00000000000043
43,Quil.,Boa Vista (43),43,11.089655551070107,11.089655551070527,3,100.00000000000378
242,Quil.,Cacau e Ovos (242),242,40.6488044075658,0.0,0,0.0
44,Quil.,Pacoval do Alenquer (44),44,78.27884827341944,76.0815633138845,2,97.19300295290489
45,Quil.,Água Fria (45),45,5.724571599312467,5.494478609055854,2,95.98060769675327
46,Quil.,Erepecuru (46),46,2255.241560389794,2251.9331508182536,53,99.85330132125765
47,Quil.,Alto Trombetas I (47),47,577.4384361681513,575.3339442370554,1,99.63554696063166
48,Quil.,Trombetas (48),48,1038.1260237706415,993.3793158511927,34,95.68966513748288
49,Quil.,Santa Luzia do Tracuateua (49),49,3.3670123743263116,3.3429986823923272,3,99.2867952575081
40,Quil.,Macapazinho (40),40,0.9771894519797969,0.0,0,0.0
41,Quil.,Itaboca-Quatro Bocas e Cacoal (41),41,4.464403866247254,4.448577797771549,1,99.64550544821095
42,Quil.,Cabeceiras - TQ Cabeceiras formado pelas comunida* (42),42,177.64878077914202,177.26847830211776,5,99.78592452176913
29,Quil.,"Alto Itacuruçá, Baixo Itacuruçá, Bom Remédio (29)",29,102.081504989324,97.42456088773602,10,95.43801386737488
32,Quil.,Laranjituba e África (32),32,11.531696309148867,11.037234373325628,1,95.71214917070832
33,Quil.,Tambaí-Açú (33),33,18.2527242047906,18.252724202877506,1,99.99999998951886
34,Quil.,Santa Maria do Mirindeua (34),34,18.508451720888583,17.12556380328418,3,92.52834359967733
35,Quil.,Gurupá (35),35,111.55859786873411,101.03226293053928,6,90.56429971396675
36,Quil.,Maria Ribeira (36),36,20.674852280317594,20.66002802878052,2,99.92829815015807
37,Quil.,Ramal do Piratuba (37),37,9.714001617874002,9.575759969406679,1,98.57688258757385
38,Quil.,Santana Axe do Baixo Jambuaçu (38),38,15.386507266208909,15.386507266199809,2,99.99999999994085
39,Quil.,Arquinec (39),39,57.904675372895355,57.89151469081191,1,99.97727181441103
340,Quil.,Tiningu (340),340,43.12662791464891,42.510319228871786,5,98.57093235530297
30,Quil.,Jacunday (30),30,16.90572233714355,16.876675969184923,3,99.82818617637645
341,Quil.,Maria Valentina (341),341,110.53507709895905,109.58638769173744,15,99.14172999909135
31,Quil.,São Sebastião (31),31,9.426929290088308,9.422393851451947,2,99.95188848354755
342,Quil.,Rosário (342),342,37.04154690872458,30.632675614478554,3,82.69815429134654
344,Quil.,Alto Trombetas II (344),344,2934.094960917042,909.502287522366,3,30.99771137734765
239,Quil.,São Judas Tadeu (239),239,19.51288789854192,19.32161243395615,1,99.01974804764772
333,Quil.,"Gurupá Mirim, Jocojo, Flexinha, Carrazedo (333)",333,860.2031133081806,852.8291654039778,5,99.14276665706963
334,Quil.,Muruteauzinho (334),334,6.294529353935462,6.257343267499858,1,99.40923166221548
335,Quil.,Nossa Senhora da Graça (335),335,7.616746349409435,5.7736833687190865,2,75.80248972275085
336,Quil.,Peruana (336),336,19.450004546846394,19.450004389524235,5,99.9999991911459
213,Quil.,Saracura (213),213,29.8694287622834,28.75857251631397,5,96.28095918803736
337,Quil.,Ariramba (337),337,123.44730133745442,123.39721893308354,22,99.95943013429351
338,Quil.,Arapucu (338),338,7.679113683410406,6.888999514845084,3,89.71086767119691
339,Quil.,Murumuru (339),339,18.208072646723934,18.08335937217654,2,99.31506603160531
216,Quil.,Arapema (216),216,38.28506292077158,38.285062829574535,4,99.99999976179471
217,Quil.,Bom Jardim (217),217,26.521561068382255,26.52156102611287,5,99.99999984062256
206,Quil.,Bacabal (206),206,5.1397500997619945,1.4174863175668644,1,27.57889566717463
307,Quil.,"Tomazia, Tachizal, Itapocu, Mola, Bonfim, Frade (307)",307,127.91744615684689,119.19141357917263,1,93.17838743671074
472,Quil.,Cachoeira Porteira (472),472,2253.1799463357574,2253.087892954844,1,99.99591451268402
474,Quil.,Programa Raízes (474),474,9.242595563208187,6.8606958746172895,1,74.22910401843744
475,Quil.,São Tomé Açú (475),475,25.702090076627407,25.70209007662773,4,100.00000000000126
476,Quil.,"Tatituquara, São Sebastião (476)",476,63.054085194603026,35.89153609571471,5,56.921825104500556
477,Quil.,União São João (477),477,18.044550630434603,18.043037720042395,2,99.99161569371722
450,Quil.,Rei Zumbi da Comunidade Sítio Bosque (450),450,11.48382225468314,4.271084299299787,2,37.19218396608346
451,Quil.,São Miguel Arcanjo de Nova Ludiceia (451),451,43.30349171677665,7.690382346926457,2,17.759266151618547
199,Quil.,Narcisa (199),199,6.418912628368073,0.0,0,0.0
444,Quil.,Caete (444),444,14.801145250836775,14.122119178835492,1,95.41234100136342
445,Quil.,Castanhalzinho (445),445,2.909071429944915,2.876041147906629,1,98.86457645218731
446,Quil.,Cutuvelo (446),446,4.967666728360433,4.251285137818323,1,85.57911329976538
447,Quil.,Espírito Santo (447),447,2.779655413655711,0.0,0,0.0
448,Quil.,Ilha Grande de Cupijo (448),448,18.584577384586837,0.0,0,0.0
295,Quil.,Santa Luzia (295),295,5.51254398929955,1.3849822870343278,1,25.12419474062665
18,Quil.,Carananduba (18),18,6.480809889192093,6.4652918895395555,1,99.76055462329766
19,Quil.,Guajará Miri (19),19,11.487284881899825,9.749365835657366,1,84.87093282607758
2,Quil.,Jacarequara (2),2,11.652334255620266,11.652334255620264,1,99.99999999999999
3,Quil.,Itamoari (3),3,53.52046239233078,53.47274494052618,2,99.9108426017421
4,Quil.,Paca e Aningal (4),4,13.248757152024295,12.76865008304171,1,96.37621051187259
5,Quil.,Jurussaca (5),5,2.0648458196260897,1.9296458701726886,1,93.45229807628525
6,Quil.,Camiranga (6),6,3.3628880779188246,3.2900101070816152,1,97.83287551804844
21,Quil.,Nossa Senhora da Conceição (21),21,23.975267467530333,23.75200263531728,3,99.06877021282277
22,Quil.,Santa Maria do Traquateuá (22),22,8.134109586582628,8.08433643375701,1,99.38809340720316
23,Quil.,São Manoel - PA (23),23,12.880174102493923,12.822548481427422,3,99.55260215733152
275,Quil.,Ilha de São Vicente (275),275,25.9151856331281,0.0,0,0.0
24,Quil.,Matias (24),24,14.474302466782248,14.474302453113088,1,99.99999990556256
25,Quil.,Moju-Miri (25),25,9.16704522416656,8.323503825086622,1,90.79811020397108
26,Quil.,Ribeira do Jambu-Açu (26),26,14.240367824450733,13.097648069636493,3,91.97548989674138
27,Quil.,Porto Alegre (27),27,28.178959579005156,28.07647616383484,1,99.63631228156957
28,Quil.,Samauba (28),28,2.125552195191312,2.120438754848467,1,99.75943002696366
535,Quil.,Nossa Senhora Fátima do Crauateua (535),535,4.982380273824852,4.982367531782737,1,99.99974425793668
20,Quil.,Centro Ouro - TQ Centro Ouro formado pelas comuni* (20),20,53.07263068586008,52.743680855391574,2,99.38018932504859
7,Quil.,Santa Rita de Barreiras (7),7,3.189443908818827,3.1889236446476286,3,99.98368793476004
8,Quil.,Menino Jesus (8),8,2.9296771189104955,2.9296771189034065,2,99.99999999975803
9,Quil.,Tipitinga (9),9,6.328533533133343,6.328533533123811,1,99.9999999998494
10,Quil.,Mocambo (10),10,6.6360223074744535,6.547570393888789,2,98.66709439047489
11,Quil.,Nossa Senhora do Livramento (11),11,0.6583593906344863,0.0,0,0.0
12,Quil.,Balique (TQ BAILIQUE composto das comunidades Bai* (12),12,96.5505050242666,96.5015813958256,2,99.94932845930873
13,Quil.,"Igarapé Preto, Baixinha, Panpelônia, Teófilo (13)",13,250.9048748872577,248.23126344477612,5,98.93441231714492
14,Quil.,Santo Cristo (14),14,17.721747312988708,17.281918852753176,3,97.51814280799968
15,Quil.,Santa Fé e Santo Antônio (15),15,10.85435746434391,8.530628198424631,1,78.591738170107
16,Quil.,Itacuã-Miri (16),16,10.219001087107925,9.654337425090807,2,94.47437516442301
17,Quil.,São José do Icatu (17),17,17.884730597196363,17.839309023899926,1,99.74603154881429
403,Quil.,"Porto Grande, Mangabeira, São Benedito Viseu (403)",403,172.8239146328628,171.08564025942255,1,98.99419338050932
1001.0,TIs,Alto Rio Guamá (1001),1001.0,2837.62850589863,31.33717985399876,3,1.1043439896680483
1501.0,TIs,Alto Turiaçu (1501),1501.0,5296.736192944289,0.0,0,0.0
1701.0,TIs,Amanayé (1701),1701.0,1630.9278257661508,1545.3253270005541,50,94.75130061470477
1801.0,TIs,Anambé (1801),1801.0,85.9139687649911,4.841457251691229,1,5.6352387409020075
2001.0,TIs,Andirá-Marau (2001),2001.0,7915.663483185583,78.64725021276323,30,0.9935648525208957
68301.0,TIs,Apiaká do Pontal e Isolados (68301),68301.0,9923.140323930478,0.0,0,0.0
3002.0,TIs,Apyterewa (3002),3002.0,7770.121288415809,272.6313803207239,24,3.508714603042041
3201.0,TIs,Arara (3201),3201.0,2747.522894972501,0.0,0,0.0
60001.0,TIs,Arara da Volta Grande do Xingu (60001),60001.0,253.8623110761375,6.864681283826811,2,2.7040962696380637
3801.0,TIs,Araweté Igarapé Ipixuna (3801),3801.0,9428.784859852947,13.896272889343221,1,0.14738137624194292
5001.0,TIs,Badjonkore (5001),5001.0,2241.3812553966613,9.753256591371859,3,0.43514491646115805
58801.0,TIs,Barreirinha (58801),58801.0,23.749974455121997,0.0,0,0.0
6101.0,TIs,Baú (6101),6101.0,15496.442337274162,2.9714496364701164,1,0.019175043999117007
62501.0,TIs,Bragança-Marituba (62501),62501.0,135.1754344103362,130.1554731614134,1,96.28633614471376
7601.0,TIs,Cachoeira Seca (7601),7601.0,7338.766573451526,989.8851037655062,188,13.488439697025944
59401.0,TIs,Cobra Grande (59401),59401.0,89.03236660116674,81.15984495461437,3,91.15768574161523
73769.0,TIs,Fazenda Mabel (Gavião/Akrãtikatêjê) (73769),73769.0,27.78295340867477,27.777590247487936,1,99.9806962164607
73785.0,TIs,Guajanaíra (73785),73785.0,13.72014389235033,13.481970788470317,2,98.26406263849167
72601.0,TIs,Ituna/Itatá (restrição de uso) (72601),72601.0,1430.4230684622817,1347.1166698107,271,94.17610072933618
62001.0,TIs,Juruna do Km 17 (62001),62001.0,23.51039319076122,0.0,0,0.0
64501.0,TIs,Kapôt Nhinore (64501),64501.0,3593.984022661568,1307.9881384016523,104,36.393821735273214
21301.0,TIs,Karajá Santana do Araguaia (21301),21301.0,14.706212278286074,0.0,0,0.0
21501.0,TIs,Kararaô (21501),21501.0,3315.675907535858,117.81720502027856,6,3.5533389965075894
68101.0,TIs,Kaxuyana-Tunayana (68101),68101.0,21841.324989951427,210.08993510104537,1,0.9618918961999869
22902.0,TIs,Kayabi (22902),22902.0,10651.572534603172,206.9204093870431,9,1.9426278018089091
23001.0,TIs,Kayapó (23001),23001.0,33076.61407092374,51.604403353666676,10,0.1560147699610824
23201.0,TIs,Koatinemo (23201),23201.0,3888.395694705413,6.133759082179255,2,0.15774523900772788
38902.0,TIs,Kuruáya (38902),38902.0,1672.9932176839104,0.0,0,0.0
56801.0,TIs,Las Casas (56801),56801.0,215.3373587478667,5.967629699762099,3,2.7712932555978136
65401.0,TIs,Maracaxi (65401),65401.0,7.180615933757136,0.0,0,0.0
27101.0,TIs,Maranduba (27101),27101.0,3.7931271413421945,0.0,0,0.0
55101.0,TIs,Maró (55101),55101.0,423.1844494047361,422.60225184721395,20,99.86242463343324
28701.0,TIs,Menkragnoti (28701),28701.0,49798.19840224493,52.01715469976523,2,0.1044558967366584
29801.0,TIs,Munduruku (29801),29801.0,24038.70087860841,887.5364581121115,3,3.6921149050193205
58001.0,TIs,Munduruku-Taquara (58001),58001.0,253.32425688370978,251.08134152690963,1,99.114606953005
26001.0,TIs,Mãe Maria (26001),26001.0,630.0052298711598,1.7726804820024924,1,0.28137551848022235
30501.0,TIs,Nhamundá/Mapuera (30501),30501.0,10482.501515268046,0.0,0,0.0
31101.0,TIs,Nova Jacundá (31101),31101.0,4.064035513476426,0.0,0,0.0
32201.0,TIs,Panará (32201),32201.0,5056.8247500696525,0.0,0,0.0
32602.0,TIs,Paquiçamba (32602),32602.0,201.12484154696355,19.67985382442794,6,9.784894632139514
32601.0,TIs,Paquiçamba (32601),32601.0,41.40916236381765,0.0,0,0.0
32901.0,TIs,Parakanã (32901),32901.0,3512.445576082813,15.75019353945281,3,0.44841103437161034
33701.0,TIs,Parque do Tumucumaque (33701),33701.0,30700.02656114055,0.0,0,0.0
37401.0,TIs,Praia do Mangue (37401),37401.0,0.32961077503146474,0.0,0,0.0
37301.0,TIs,Praia do Índio (37301),37301.0,0.29376178678712533,0.0,0,0.0
40201.0,TIs,Rio Paru DEste (40201),40201.0,11935.352681901475,0.0,0,0.0
40901.0,TIs,Sai-Cinza (40901),40901.0,1256.2700232287089,15.41395487813139,1,1.2269619264269604
58901.0,TIs,Sarauá (58901),58901.0,185.95667443977842,0.0,0,0.0
73727.0,TIs,Sawré Bap in (Apompu) (73727),73727.0,1491.990630692151,105.3054886933075,26,7.0580529479903715
56701.0,TIs,Sawré Muybu (Pimental) (56701),56701.0,1807.1509775038442,225.99675469030555,17,12.505693077313726
43201.0,TIs,Sororó (43201),43201.0,260.41492931116494,8.287924333270162,3,3.1825841764114364
44601.0,TIs,Tembé (44601),44601.0,10.669230141897964,0.0,0,0.0
46201.0,TIs,Trincheira Bacaja (46201),46201.0,16569.55948497671,16.903255018363314,2,0.10201390709082614
46301.0,TIs,Trocará (46301),46301.0,217.15686211264125,0.0,0,0.0
46302.0,TIs,Trocará - Doação (46302),46302.0,0.14059975064426436,0.0,0,0.0
46401.0,TIs,Trombetas/Mapuera (46401),46401.0,39668.66724413585,0.0,0,0.0
47301.0,TIs,Turé/Mariquita (47301),47301.0,1.4920239600885343,0.0,0,0.0
47401.0,TIs,Turé/Mariquita II (47401),47401.0,5.927210275696117,0.0,0,0.0
63901.0,TIs,Tuwa Apekuokawera (63901),63901.0,118.08600922875343,115.49826870353444,17,97.80859685061752
49401.0,TIs,Waiãpi (49401),49401.0,6042.7037066085895,0.0,0,0.0
50501.0,TIs,Xikrin do Rio Catete (50501),50501.0,4395.409075486067,12.205630630886686,1,0.2776904361179835
50601.0,TIs,Xipaya (50601),50601.0,1791.784931187522,19.843122354022444,2,1.1074500074554836
51001.0,TIs,Zoe (51001),51001.0,6682.529891718383,1.3018755452581812,1,0.01948177660786205
0000.16.0292,UCs,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO RIO IRATAPURU (0000.16.0292),0000.16.0292,8728.755146530515,0.0,0,0.0
0000.00.0067,UCs,ESTAÇÃO ECOLÓGICA DO JARI (0000.00.0067),0000.00.0067,2309.254521520551,260.44206959610545,6,11.278188141193498
0000.00.0273,UCs,RESERVA EXTRATIVISTA ARIÓCA PRUANÃ (0000.00.0273),0000.00.0273,838.1674726970981,838.1674612695338,5,99.9999986366013
0000.00.0282,UCs,RESERVA EXTRATIVISTA TERRA GRANDE-PRACUÚBA (0000.00.0282),0000.00.0282,1947.5005199026764,1947.500519279353,21,99.99999996799367
0000.00.0211,UCs,RESERVA BIOLÓGICA DO TAPIRAPÉ (0000.00.0211),0000.00.0211,996.5742792883138,569.7891819812462,6,57.17478303655912
0080.15.1960,UCs,AREA DE RELEVANTE INTERESSE ECOLOGICO PARQUE AMBIENTAL ANTONIO DANUBIO LOURENÇO DA SILVA (0080.15.1960),0080.15.1960,0.03743711674195953,0.0,0,0.0
0080.15.2663,UCs,AREA DE RELEVANTE INTERESSE ECOLOGICO MUSEU PARQUE SERINGAL (0080.15.2663),0080.15.2663,0.012337707253828512,0.0,0,0.0
0000.00.0047,UCs,ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO (0000.00.0047),0000.00.0047,33869.876252440714,20740.735748186704,158,61.236526503967056
0000.00.0022,UCs,ÁREA DE PROTEÇÃO AMBIENTAL DO IGARAPÉ GELADO (0000.00.0022),0000.00.0022,233.86094651206912,63.90426862685738,23,27.32575471875951
0000.00.0124,UCs,FLORESTA NACIONAL DO TAPIRAPÉAQUIRI (0000.00.0124),0000.00.0124,1973.2396789957456,506.5352140559935,6,25.67023253423466
0000.00.0260,UCs,RESERVA EXTRATIVISTA VERDE PARA SEMPRE (0000.00.0260),0000.00.0260,12891.664962110786,12891.664933768789,77,99.99999978015254
0000.00.0109,UCs,FLORESTA NACIONAL DE SARACÁ-TAQUERA (0000.00.0109),0000.00.0109,4410.963339975293,4410.963321046946,16,99.99999957087951
0000.00.0250,UCs,RESERVA EXTRATIVISTA MARINHA DE TRACUATEUA (0000.00.0250),0000.00.0250,278.44006857502876,24.93592138137806,5,8.955579385177028
0000.00.0249,UCs,RESERVA EXTRATIVISTA MARINHA DE GURUPI-PIRIÁ (0000.00.0249),0000.00.0249,727.403390290627,37.03515345075724,6,5.091418866766651
0000.00.0227,UCs,RESERVA EXTRATIVISTA MARACANÃ (0000.00.0227),0000.00.0227,301.5666450409694,0.0,0,0.0
0000.00.3133,UCs,RESERVA EXTRATIVISTA MARINHA MESTRE LUCINDO (0000.00.3133),0000.00.3133,264.4511080338992,0.0,0,0.0
0000.00.3134,UCs,RESERVA EXTRATIVISTA MARINHA CUINARANA (0000.00.3134),0000.00.3134,110.28108450042964,7.385864779856145,2,6.697308802605555
0000.15.3481,UCs,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CAMPO DAS MANGABAS (0000.15.3481),0000.15.3481,70.48454078238842,0.0,0,0.0
0000.15.3479,UCs,REFÚGIO DE VIDA SILVESTRE PADRE SÉRGIO TONETTO (0000.15.3479),0000.15.3479,3.3863091180942058,0.0,0,0.0
0000.00.0228,UCs,RESERVA EXTRATIVISTA DE SÃO JOÃO DA PONTA (0000.00.0228),0000.00.0228,34.06955981310671,0.0,0,0.0
0000.00.0243,UCs,RESERVA EXTRATIVISTA MÃE GRANDE DE CURUÇÁ (0000.00.0243),0000.00.0243,366.5036712843916,0.0,0,0.0
0000.00.3132,UCs,RESERVA EXTRATIVISTA MARINHA MOCAPAJUBA (0000.00.3132),0000.00.3132,210.12023938515352,14.374994940009703,5,6.8413185622067205
0000.00.0288,UCs,RESERVA EXTRATIVISTA GURUPÁ-MELGAÇO (0000.00.0288),0000.00.0288,1454.7870571625347,1454.7870466151528,6,99.99999927498793
0000.00.0241,UCs,RESERVA EXTRATIVISTA IPAÚ-ANILZINHO (0000.00.0241),0000.00.0241,558.701308905587,558.7013031757454,16,99.99999897443563
0000.00.0218,UCs,RESERVA DE DESENVOLVIMENTO DE SUSTENTÁVEL DE  ITATUPÃ-BAQUIÁ (0000.00.0218),0000.00.0218,643.932606533852,643.9326046430181,4,99.99999970636152
0000.00.0210,UCs,RESERVA BIOLÓGICA DO RIO TROMBETAS (0000.00.0210),0000.00.0210,4074.965547063078,38.8616816803967,10,0.9536689631254727
0000.00.0265,UCs,FLORESTA NACIONAL DO TRAIRÃO (0000.00.0265),0000.00.0265,2582.1348939223853,177.12616953373168,9,6.859679172867248
0000.00.0151,UCs,PARQUE NACIONAL DA SERRA DO PARDO (0000.00.0151),0000.00.0151,4472.792992667866,1175.0918705866834,17,26.271993193357734
0000.00.0216,UCs,RESERVA BIOLÓGICA NASCENTES DA SERRA DO CACHIMBO (0000.00.0216),0000.00.0216,3460.437705567441,1433.6176415802163,94,41.42879495486056
0000.00.0244,UCs,RESERVA EXTRATIVISTA MAPUÁ (0000.00.0244),0000.00.0244,936.9882166750856,936.988214626166,14,99.99999978132921
0215.15.3163,UCs,PARQUE NATURAL MUNICIPAL VEREDAS DOS CARAJÁS (0215.15.3163),0215.15.3163,8.358298387791262,8.358298387791262,2,100.0
0000.00.1635,UCs,RESERVA EXTRATIVISTA RIO XINGU (0000.00.1635),0000.00.1635,3038.932364250531,3038.932356860189,22,99.99999975681123
0000.00.0280,UCs,RESERVA EXTRATIVISTA RIO IRIRI (0000.00.0280),0000.00.0280,4000.467594507246,4000.4675816921667,18,99.99999967966046
0000.00.0187,UCs,PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE (0000.00.0187),0000.00.0187,38642.72857648094,0.0,0,0.0
0000.00.0089,UCs,FLORESTA NACIONAL DE CAXIUANÃ (0000.00.0089),0000.00.0089,3178.6289658301034,3178.6289511634573,17,99.99999953858577
0000.00.0104,UCs,FLORESTA NACIONAL DE PAU-ROSA (0000.00.0104),0000.00.0104,9869.992226652126,0.0,0,0.0
0000.00.0248,UCs,RESERVA EXTRATIVISTA MARINHA DE CAETÉ-TAPERAÇU (0000.00.0248),0000.00.0248,424.5894701721945,0.0,0,0.0
0000.00.0247,UCs,RESERVA EXTRATIVISTA MARINHA DE ARAÍ-PEROBA (0000.00.0247),0000.00.0247,625.3483235997425,2.5495271724301487,1,0.4076971307373309
0000.00.0254,UCs,RESERVA EXTRATIVISTA MARINHA DE SOURE (0000.00.0254),0000.00.0254,295.55088249921636,39.12041105499882,4,13.236438586882764
0000.00.0259,UCs,RESERVA EXTRATIVISTA TAPAJÓS-ARAPIUNS (0000.00.0259),0000.00.0259,6776.674282900425,6776.674258467207,8,99.9999996394512
0000.00.0083,UCs,FLORESTA NACIONAL DE ALTAMIRA (0000.00.0083),0000.00.0083,7287.245719248577,372.3046644269061,29,5.108990128375913
0000.00.0270,UCs,FLORESTA NACIONAL DO CREPORI (0000.00.0270),0000.00.0270,7444.211142235636,7444.21112319124,15,99.99999974417176
0000.00.1810,UCs,RESERVA EXTRATIVISTA RENASCER (0000.00.1810),0000.00.1810,2096.423849838828,2096.4238375276987,42,99.9999994127557
0000.00.0088,UCs,FLORESTA NACIONAL DE CARAJÁS (0000.00.0088),0000.00.0088,3931.5873514463638,3931.5873288045614,11,99.99999942410533
0000.00.3408,UCs,FLORESTA NACIONAL DE URUPADI (0000.00.3408),0000.00.3408,5405.108645658932,0.0,0,0.0
0000.00.0271,UCs,FLORESTA NACIONAL DO AMANA (0000.00.0271),0000.00.0271,6849.341089263044,842.4283453431233,30,12.29940711616341
0000.00.0266,UCs,FLORESTA NACIONAL DO JAMANXIM (0000.00.0266),0000.00.0266,13112.176817426498,6355.814519675239,359,48.47261143724176
0000.00.0264,UCs,PARQUE NACIONAL DO RIO NOVO (0000.00.0264),0000.00.0264,5424.816016555533,661.4151275625428,23,12.192397411156922
0000.00.0267,UCs,PARQUE NACIONAL DO JAMANXIM (0000.00.0267),0000.00.0267,8663.2158714913,1397.763798924228,76,16.134468073500916
0000.00.0258,UCs,RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO (0000.00.0258),0000.00.0258,7391.428478202464,7390.772521883469,49,99.99112544590089
0000.00.0096,UCs,FLORESTA NACIONAL DE ITAITUBA II (0000.00.0096),0000.00.0096,3989.4106829680686,274.6719007382259,25,6.885024445111116
0000.00.0268,UCs,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS (0000.00.0268),0000.00.0268,20517.084343959305,11678.086736297973,855,56.91884158840662
